tile_id,slide,cohort,diet,batch,split,band,score,score_pct,n_scored_cells,x,y,size,tissue_fraction,frame_tiles,frame_patches,dup_of,order
R26-122-31_HE_98_x027136_y010240,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,2.9298,73.48,7,27136,10240,512,1.0,,,,554
R25-264-32_x016896_y019968,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,1.5566,48.67,2,16896,19968,512,1.0,,,,555
R25-264-11_x006656_y010752,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,6656,10752,512,1.0,,,,556
R26-122-19_HE_103_x015360_y019968,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,3.7134,75.29,4,15360,19968,512,1.0,,,,557
R26-122-17_HE_101_x014848_y018944,R26-122-17_HE_101,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-2.8936,1.15,1,14848,18944,512,0.9862,,,,558
R25-264-10_x035840_y011264,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.7463,95.74,5,35840,11264,512,1.0,,,,559
R25-264-12_x008192_y022016__r2,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,0.1066,44.16,2,8192,22016,512,1.0,,,R25-264-12_x008192_y022016,560
R25-264-35_x025088_y009728,R25-264-35,MASH,unknown,2025-08-25HE,test,low,0.6921,16.02,1,25088,9728,512,1.0,,,,561
R26-122-29_HE_82_x019456_y016896,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,high,7.1657,99.44,5,19456,16896,512,1.0,,,,562
R25-264-13_x022528_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,0.7162,32.27,3,22528,18944,512,1.0,,,,563
R25-264-1_x024576_y022528,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,24576,22528,512,1.0,,,,564
R25-264-30_x006656_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,2.919,71.54,1,6656,19968,512,1.0,,,,565
R25-264-30_x047104_y013824,R25-264-30,MASH,unknown,2025-08-25HE,train,high,4.5396,91.7,2,47104,13824,512,1.0,,,,566
R25-264-34_x016384_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,low,0.0518,23.24,2,16384,9728,512,1.0,,,,567
R25-264-10_x034304_y006656,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.6722,73.86,3,34304,6656,512,1.0,,,,568
R25-264-32_x006656_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,2.4884,64.64,2,6656,22528,512,1.0,,,,569
R26-122-12_HE_81_x011264_y008704,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-0.2719,4.81,2,11264,8704,512,1.0,,,,570
R25-264-37_x036352_y009728,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.3779,94.37,8,36352,9728,512,1.0,,,,571
R25-264-34_x009728_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.7959,79.51,2,9728,10752,512,1.0,,,,572
R25-264-13_x006144_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.5508,92.97,3,6144,11776,512,1.0,,,,573
R25-264-35_x012800_y008704__r2,R25-264-35,MASH,unknown,2025-08-25HE,test,low,1.0157,22.1,3,12800,8704,512,1.0,,,R25-264-35_x012800_y008704,574
R25-264-11_x011776_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,1.6336,39.68,2,11776,26624,512,1.0,,,,575
R25-264-33_x013312_y017920,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,2.7992,62.06,2,13312,17920,512,1.0,,,,576
R25-264-3_x016384_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.6835,90.88,4,16384,14336,512,1.0,,,,577
R26-122-36_HE_95_x005632_y012288,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.662,48.51,3,5632,12288,512,0.9467,,,,578
R25-264-13_x020992_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,1.7269,51.12,2,20992,23552,512,1.0,,,,579
R25-264-37_x032768_y007168,R25-264-37,MASH,unknown,2025-08-25HE,train,low,-0.7852,2.56,4,32768,7168,512,1.0,,,,580
R25-264-33_x016896_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,low,0.4569,15.59,1,16896,15360,512,1.0,,,,581
R26-122-31_HE_98_x015360_y018944,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,high,4.5451,90.61,5,15360,18944,512,1.0,,,,582
R25-264-37_x012800_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,7.4746,98.47,9,12800,20480,512,1.0,,,,583
R25-264-33_x013312_y018944,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,3.7513,76.47,5,13312,18944,512,1.0,,,,584
R26-122-12_HE_81_x016896_y009216,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.9167,65.24,2,16896,9216,512,1.0,,,,585
R25-264-13_x033280_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,5.2499,96.49,2,33280,23040,512,1.0,,,,586
R26-122-29_HE_82_x021504_y016896,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,2.9473,45.56,5,21504,16896,512,1.0,,,,587
R26-122-29_HE_82_x004608_y010752,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,mid,3.4597,61.67,3,4608,10752,512,1.0,,,,588
R26-122-17_HE_101_x008704_y016896__r2,R26-122-17_HE_101,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,0.1359,8.43,1,8704,16896,512,1.0,,,R26-122-17_HE_101_x008704_y016896,589
R25-264-31_x010752_y016896,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,2.2072,52.76,2,10752,16896,512,1.0,,,,590
R25-264-13_x005120_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.0646,72.52,3,5120,23552,512,1.0,,,,591
R25-264-11_x009728_y011264__r2,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,0.5287,26.77,1,9728,11264,512,1.0,,,R25-264-11_x009728_y011264,592
R25-264-1_x023552_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,23552,24064,512,1.0,,,,593
R25-264-30_x020480_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,4.35,88.93,6,20480,8192,512,1.0,,,,594
R25-264-12_x024064_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,-0.0603,41.13,1,24064,10752,512,1.0,,,,595
R25-264-30_x017408_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,17408,14336,512,1.0,,,,596
R25-264-35_x015872_y009728,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.6167,94.48,1,15872,9728,512,1.0,,,,597
R25-264-13_x029184_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,low,0.0133,21.73,2,29184,18944,512,1.0,,,,598
R25-264-3_x039936_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,7.3413,98.99,1,39936,27648,512,1.0,,,,599
R25-264-3_x033792_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,1.6233,47.64,2,33792,14336,512,0.8237,,,,600
R25-264-30_x044032_y007680,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,2.8965,71.15,3,44032,7680,512,0.8926,,,,601
R25-264-32_x032256_y019968,R25-264-32,MASH,unknown,2025-08-25HE,test,low,,0.0,0,32256,19968,512,1.0,,,,602
R25-264-32_x018944_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,high,5.1314,95.44,1,18944,22528,512,1.0,,,,603
R25-264-33_x018944_y007680,R25-264-33,MASH,unknown,2025-08-25HE,train,low,1.1962,26.18,2,18944,7680,512,1.0,,,,604
R25-264-33_x011264_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,3.6421,75.29,6,11264,19968,512,1.0,,,,605
R25-264-10_x024064_y011264,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.6455,73.01,5,24064,11264,512,1.0,,,,606
R25-264-11_x036352_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,low,,0.0,0,36352,26624,512,1.0,,,,607
R25-264-37_x028160_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.3216,93.61,3,28160,7680,512,1.0,,,,608
R26-122-19_HE_103_x004608_y013312,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.6387,58.62,4,4608,13312,512,1.0,,,,609
R25-264-12_x016384_y011264,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.8107,83.98,3,16384,11264,512,1.0,,,,610
R25-264-1_x024576_y020992,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,24576,20992,512,1.0,,,,611
R25-264-37_x019968_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,4.6039,77.24,7,19968,20480,512,1.0,,,,612
R25-264-13_x015360_y019456__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,0.9224,36.74,3,15360,19456,512,1.0,,,R25-264-13_x015360_y019456,613
R25-264-37_x029696_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,1.0566,14.83,3,29696,9216,512,1.0,,,,614
R25-264-37_x030720_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,5.3452,85.93,4,30720,9216,512,1.0,,,,615
R25-264-13_x015872_y023040__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,-0.3479,18.53,1,15872,23040,512,1.0,,,R25-264-13_x015872_y023040,616
R25-264-33_x019968_y017408,R25-264-33,MASH,unknown,2025-08-25HE,train,upper,4.2224,82.35,7,19968,17408,512,1.0,,,,617
R25-264-31_x007168_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,3.0842,69.94,2,7168,16384,512,1.0,,,,618
R25-264-11_x014336_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,low,0.7169,29.68,3,14336,12288,512,1.0,,,,619
R25-264-13_x044544_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.7811,95.21,2,44544,23040,512,1.0,,,,620
R25-264-13_x022016_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.4866,80.83,1,22016,23552,512,1.0,,,,621
R26-122-29_HE_82_x027136_y016384,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,4.3564,79.44,3,27136,16384,512,1.0,,,,622
R25-264-30_x026112_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,26112,8192,512,1.0,,,,623
R25-264-11_x039936_y011264,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.6854,92.9,7,39936,11264,512,1.0,,,,624
R25-264-37_x009728_y020992__r2,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.8618,48.08,11,9728,20992,512,1.0,,,R25-264-37_x009728_y020992,625
R25-264-1_x031232_y020992,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.8228,84.52,1,31232,20992,512,0.831,,,,626
R25-264-3_x040960_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,0.4831,27.03,1,40960,20992,512,1.0,,,,627
R25-264-36_x009216_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,low,,0.0,0,9216,12288,512,1.0,,,,628
R25-264-1_x005632_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,5632,24064,512,1.0,,,,629
R25-264-33_x019456_y019968__r2,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,3.0852,68.24,2,19456,19968,512,1.0,,,R25-264-33_x019456_y019968,630
R25-264-34_x037376_y018432,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,4.839,96.94,2,37376,18432,512,1.0,,,,631
R25-264-10_x031232_y011776,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.3729,84.66,3,31232,11776,512,1.0,,,,632
R25-264-32_x043008_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,2.7543,69.58,3,43008,22016,512,1.0,,,,633
R26-122-1_HE_70_x026112_y009216,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,1.0356,14.54,5,26112,9216,512,1.0,,,,634
R25-264-37_x017920_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,low,-0.7196,2.81,2,17920,7680,512,1.0,,,,635
R25-264-35_x007168_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,3.8848,75.97,3,7168,26112,512,1.0,,,,636
R25-264-12_x025600_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.6897,80.52,1,25600,15360,512,1.0,,,,637
R25-264-11_x007680_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,2.9773,65.81,4,7680,11776,512,1.0,,,,638
R25-264-34_x011264_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,3.1856,85.02,6,11264,10752,512,1.0,,,,639
R25-264-11_x018432_y011264,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,-0.5312,17.1,3,18432,11264,512,1.0,,,,640
R26-122-26_HE_107_x010240_y017408,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,low,1.8331,21.51,4,10240,17408,512,1.0,,,,641
R25-264-10_x026624_y011264,R25-264-10,MASH,unknown,2025-08-25HE,test,high,6.4515,97.16,4,26624,11264,512,1.0,,,,642
R26-122-12_HE_81_x009728_y016384,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.3309,34.22,5,9728,16384,512,1.0,,,,643
R25-264-10_x029184_y016384,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.2436,92.05,3,29184,16384,512,1.0,,,,644
R26-122-38_HE_97_x017408_y015360,R26-122-38_HE_97,CCl4,unknown,2026-04-20_CCl4_HE,test,high,8.9561,98.9,11,17408,15360,512,0.9229,,,,645
R25-264-10_x032768_y015872,R25-264-10,MASH,unknown,2025-08-25HE,test,low,0.5127,19.89,1,32768,15872,512,1.0,,,,646
R26-122-1_HE_70_x009216_y018944,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.0786,33.82,4,9216,18944,512,1.0,,,,647
R25-264-36_x008192_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,4.5224,83.19,4,8192,7168,512,1.0,,,,648
R25-264-30_x028160_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,low,-0.2689,23.32,2,28160,14336,512,1.0,,,,649
R25-264-1_x016896_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.3478,77.98,1,16896,23040,512,1.0,,,,650
R25-264-30_x043520_y013824,R25-264-30,MASH,unknown,2025-08-25HE,train,low,-0.5056,20.16,2,43520,13824,512,1.0,,,,651
R26-122-1_HE_70_x015360_y013312,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.7368,87.15,11,15360,13312,512,1.0,,,,652
R25-264-1_x019968_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,high,2.687,92.26,4,19968,23040,512,1.0,,,,653
R25-264-34_x035840_y010752,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,0.7966,39.45,2,35840,10752,512,1.0,,,,654
R26-122-34_HE_93_x006144_y013312,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,3.6005,69.02,7,6144,13312,512,1.0,,,,655
R25-264-13_x039936_y018432__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,0.8671,34.82,4,39936,18432,512,1.0,,,R25-264-13_x039936_y018432,656
R25-264-11_x031232_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,high,7.7383,98.71,1,31232,12288,512,1.0,,,,657
R25-264-34_x032256_y018944,R25-264-34,MASH,unknown,2025-08-25HE,train,high,6.737,99.69,4,32256,18944,512,1.0,,,,658
R25-264-30_x030720_y019968,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,1.3121,49.8,3,30720,19968,512,1.0,,,,659
R26-122-6_HE_75_x018944_y018432,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-0.686,4.62,2,18944,18432,512,1.0,,,,660
R25-264-13_x016896_y023552,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.2727,76.68,1,16896,23552,512,1.0,,,,661
R25-264-10_x007680_y022528,R25-264-10,MASH,unknown,2025-08-25HE,test,mid,2.823,55.4,1,7680,22528,512,1.0,,,,662
R26-122-6_HE_75_x026112_y018944,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.3212,98.27,3,26112,18944,512,1.0,,,,663
R25-264-32_x041984_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,5.6511,96.2,1,41984,22016,512,1.0,,,,664
R25-264-3_x045568_y006656,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.9651,93.58,4,45568,6656,512,1.0,,,,665
R25-264-11_x027648_y026112,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,2.689,58.71,5,27648,26112,512,1.0,,,,666
R25-264-10_x004608_y016896,R25-264-10,MASH,unknown,2025-08-25HE,test,high,5.5548,94.89,7,4608,16896,512,1.0,,,,667
R26-122-15_HE_85_x022016_y009216,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,4.0288,60.22,6,22016,9216,512,1.0,,,,668
R26-122-9_HE_78_x011776_y011776,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,high,5.3736,95.68,9,11776,11776,512,1.0,,,,669
R25-264-36_x011776_y020992,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,3.3729,62.75,4,11776,20992,512,1.0,,,,670
R25-264-10_x026112_y021504,R25-264-10,MASH,unknown,2025-08-25HE,test,mid,3.5274,69.6,5,26112,21504,512,1.0,,,,671
R25-264-1_x030720_y023552,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,30720,23552,512,1.0,,,,672
R26-122-1_HE_70_x022016_y006144,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.3051,92.9,5,22016,6144,512,1.0,,,,673
R25-264-3_x017408_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,17408,27648,512,1.0,,,,674
R25-264-1_x011264_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,low,-3.162,9.52,1,11264,23040,512,1.0,,,,675
R25-264-13_x032256_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,1.3701,43.77,1,32256,11264,512,1.0,,,,676
R25-264-11_x025600_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.2301,90.97,2,25600,26624,512,1.0,,,,677
R25-264-36_x024064_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,high,5.4761,93.28,6,24064,7168,512,1.0,,,,678
R25-264-31_x023040_y019968,R25-264-31,MASH,unknown,2025-08-25HE,test,high,7.8722,99.39,2,23040,19968,512,1.0,,,,679
R25-264-30_x041472_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,2.0236,59.29,2,41472,26112,512,1.0,,,,680
R25-264-13_x030208_y018432,R25-264-13,MASH,unknown,2025-08-25HE,train,upper,3.8226,86.26,1,30208,18432,512,1.0,,,,681
R25-264-37_x010752_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,4.7462,79.03,6,10752,20480,512,1.0,,,,682
R25-264-3_x023552_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,high,6.2024,97.3,5,23552,20992,512,1.0,,,,683
R26-122-2_HE_71_x003584_y012800,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,5.224,96.27,5,3584,12800,512,1.0,,,,684
R25-264-36_x033280_y011776,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,2.8365,50.7,2,33280,11776,512,1.0,,,,685
R26-122-12_HE_81_x021504_y008192,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.5722,90.37,6,21504,8192,512,1.0,,,,686
R25-264-35_x004608_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,3.7732,74.59,2,4608,26112,512,1.0,,,,687
R25-264-10_x010240_y022016__r2,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.9927,79.26,6,10240,22016,512,1.0,,,R25-264-10_x010240_y022016,688
R25-264-31_x030720_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,-3.2877,2.45,1,30720,16384,512,1.0,,,,689
R26-122-29_HE_82_x014336_y011264,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,high,7.25,100.0,10,14336,11264,512,1.0,,,,690
R25-264-12_x015360_y014848,R25-264-12,MASH,unknown,2025-08-25HE,test,low,,0.0,0,15360,14848,512,1.0,,,,691
R25-264-13_x035840_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,9.2559,100.0,5,35840,23040,512,1.0,,,,692
R25-264-37_x018944_y010240__r2,R25-264-37,MASH,unknown,2025-08-25HE,train,low,0.9527,14.07,4,18944,10240,512,1.0,,,R25-264-37_x018944_y010240,693
R25-264-37_x031232_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,5.8664,91.56,6,31232,20480,512,1.0,,,,694
R26-122-15_HE_85_x017920_y014336,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-1.3033,1.61,1,17920,14336,512,0.8108,,,,695
R25-264-37_x026112_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,low,1.6422,21.99,4,26112,7680,512,1.0,,,,696
R25-264-31_x016896_y016384,R25-264-31,MASH,unknown,2025-08-25HE,test,high,4.7535,90.18,3,16896,16384,512,1.0,,,,697
R25-264-12_x034304_y010752,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.4298,78.35,3,34304,10752,512,1.0,,,,698
R25-264-3_x034816_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,0.9562,34.12,6,34816,20992,512,1.0,,,,699
R25-264-13_x041472_y018944,R25-264-13,MASH,unknown,2025-08-25HE,train,low,,0.0,0,41472,18944,512,1.0,,,,700
R25-264-12_x038912_y021504,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,38912,21504,512,1.0,,,,701
R25-264-1_x016896_y021504,R25-264-1,MASH,unknown,2025-08-25HE,train,high,2.4339,90.48,1,16896,21504,512,1.0,,,,702
R25-264-37_x024064_y008704,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,4.3749,73.66,8,24064,8704,512,1.0,,,,703
R26-122-3_HE_72_x011264_y015872,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.8702,58.43,3,11264,15872,512,1.0,,,,704
R26-122-31_HE_98_x023040_y009728,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,1.9399,51.93,1,23040,9728,512,1.0,,,,705
R26-122-2_HE_71_x017408_y012800,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,1.1564,19.4,4,17408,12800,512,1.0,,,,706
R25-264-36_x008192_y016384__r2,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.6685,85.15,6,8192,16384,512,1.0,,,R25-264-36_x008192_y016384,707
R25-264-35_x020480_y009728,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.5682,93.92,4,20480,9728,512,1.0,,,,708
R25-264-12_x025088_y022016,R25-264-12,MASH,unknown,2025-08-25HE,test,high,3.6946,93.07,5,25088,22016,512,1.0,,,,709
R25-264-33_x025600_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.8275,96.76,4,25600,15360,512,1.0,,,,710
R25-264-3_x010752_y014848__r2,R25-264-3,MASH,unknown,2025-08-25HE,train,low,-1.9188,4.73,1,10752,14848,512,1.0,,,R25-264-3_x010752_y014848,711
R25-264-36_x007168_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,2.1233,35.57,2,7168,7168,512,1.0,,,,712
R25-264-33_x011776_y018432,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,11776,18432,512,1.0,,,,713
R26-122-1_HE_70_x018944_y014848__r2,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.6864,86.58,10,18944,14848,512,1.0,,,R26-122-1_HE_70_x018944_y014848,714
R26-122-26_HE_107_x014336_y011264,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,low,2.0129,26.34,3,14336,11264,512,1.0,,,,715
R25-264-12_x040960_y022016,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,2.363,77.06,2,40960,22016,512,0.9954,,,,716
R26-122-6_HE_75_x007680_y011264,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,3.6652,71.68,4,7680,11264,512,1.0,,,,717
R26-122-1_HE_70_x010752_y013824,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.4227,41.6,6,10752,13824,512,1.0,,,,718
R26-122-9_HE_78_x006144_y011264,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,low,1.5871,23.24,5,6144,11264,512,0.9963,,,,719
R25-264-3_x019968_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,low,0.1331,22.64,1,19968,20992,512,1.0,,,,720
R25-264-1_x017920_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,-1.0575,33.33,4,17920,23040,512,1.0,,,,721
R25-264-31_x027136_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,1.2839,34.66,2,27136,9728,512,1.0,,,,722
R25-264-1_x026112_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,26112,23040,512,1.0,,,,723
R25-264-11_x016384_y027136,R25-264-11,MASH,unknown,2025-08-25HE,train,low,0.4336,25.48,2,16384,27136,512,1.0,,,,724
R26-122-12_HE_81_x005632_y016384,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.3118,32.62,9,5632,16384,512,1.0,,,,725
R25-264-11_x017920_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,1.5009,38.06,1,17920,12288,512,1.0,,,,726
R26-122-2_HE_71_x007168_y010240__r2,R26-122-2_HE_71,CCl4,unknown,2026-04-20_CCl4_HE,train,low,,0.0,0,7168,10240,512,1.0,,,R26-122-2_HE_71_x007168_y010240,727
R25-264-36_x007168_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,high,9.5575,99.44,4,7168,16384,512,1.0,,,,728
R25-264-36_x031232_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,3.2725,61.06,3,31232,7168,512,1.0,,,,729
R25-264-31_x027648_y015360,R25-264-31,MASH,unknown,2025-08-25HE,test,high,4.9333,90.49,1,27648,15360,512,1.0,,,,730
R25-264-1_x006656_y020992,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,2.1402,87.5,4,6656,20992,512,1.0,,,,731
R26-122-34_HE_93_x005120_y008704,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,low,1.2416,15.76,3,5120,8704,512,1.0,,,,732
R26-122-3_HE_72_x011264_y010240,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.1063,64.04,2,11264,10240,512,1.0,,,,733
R25-264-36_x012288_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,4.2948,79.55,10,12288,12288,512,1.0,,,,734
